"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개"
"과학으로 세상보기","이창영 지음","한승","2005","자료실","9788986865653 ","과학으로 세상보기","이창영","","9788986865653.0","한승","2005-06-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1249467%3Ftimestamp%3D20221025123831","https://search.daum.net/search?w=bookpage&bookId=1249467&q=%EA%B3%BC%ED%95%99%EC%9C%BC%EB%A1%9C+%EC%84%B8%EC%83%81%EB%B3%B4%EA%B8%B0"," "
"통합과학의 이해","Victor J.  Mayer, 남정희, 이효녕 공저","자유아카데미","2007","자료실","9788973386437 ","통합과학의 이해","VICTOR J MAYER, 남정희, 이효녕","","9788973386437.0","자유아카데미","2007-07-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1019721%3Ftimestamp%3D20190126114211","https://search.daum.net/search?w=bookpage&bookId=1019721&q=%ED%86%B5%ED%95%A9%EA%B3%BC%ED%95%99%EC%9D%98+%EC%9D%B4%ED%95%B4"," "
"(천종식 교수의 미생물 특강)고마운 미생물 얄미운 미생물","천종식 지음","솔출판사","2005","자료실","8981337616 ","고마운 미생물 얄미운 미생물","천종식","","9788981337612.0","솔","2005-07-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1134966%3Ftimestamp%3D20221011185147","https://search.daum.net/search?w=bookpage&bookId=1134966&q=%EA%B3%A0%EB%A7%88%EC%9A%B4+%EB%AF%B8%EC%83%9D%EB%AC%BC+%EC%96%84%EB%AF%B8%EC%9A%B4+%EB%AF%B8%EC%83%9D%EB%AC%BC"," "
"(노벨상이 만든 세상)화학. 1","이종호 지음","나무의꿈","2007","자료실","9788991168176 ","노벨상이 만든세상: 화학 1","이종호","","9788991168176.0","나무의꿈","2007-06-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1338996%3Ftimestamp%3D20221011175720","https://search.daum.net/search?w=bookpage&bookId=1338996&q=%EB%85%B8%EB%B2%A8%EC%83%81%EC%9D%B4+%EB%A7%8C%EB%93%A0%EC%84%B8%EC%83%81%3A+%ED%99%94%ED%95%99+1"," "
"민담의 역사적 기원","V. 프로프 지음; 최애리 옮김","文學과 知性社","1990","자료실","8932004412 ","민담의 역사적 기원(현대의문학이론 17)","VY프로프","최애리","9788932004419.0","문학과지성사","1990-05-01","","https://search.daum.net/search?w=bookpage&bookId=495218&q=%EB%AF%BC%EB%8B%B4%EC%9D%98+%EC%97%AD%EC%82%AC%EC%A0%81+%EA%B8%B0%EC%9B%90%28%ED%98%84%EB%8C%80%EC%9D%98%EB%AC%B8%ED%95%99%EC%9D%B4%EB%A1%A0+17%29"," "
"(영화로 읽는 세계 속 분쟁)야만의 시대","김성진 지음","황소자리","2004","자료실","899548473X","야만의 시대","김성진","","9788995484739.0","황소자리","2004-06-03","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1446219%3Ftimestamp%3D20221025150252","https://search.daum.net/search?w=bookpage&bookId=1446219&q=%EC%95%BC%EB%A7%8C%EC%9D%98+%EC%8B%9C%EB%8C%80"," "
"거대한 체스판","Z. 브레진스키 지음; 김명섭 옮김","삼인","2015(19쇄)","자료실","9788987519357 ","거대한 체스판","즈비그뉴 브레진스키","김명섭","9788987519357.0","삼인","2000-04-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1263832%3Ftimestamp%3D20190127125536","https://search.daum.net/search?w=bookpage&bookId=1263832&q=%EA%B1%B0%EB%8C%80%ED%95%9C+%EC%B2%B4%EC%8A%A4%ED%8C%90"," "
"숲에게 길을 묻다","김용규 지음","비아북","2015(7쇄)","자료실","9788993642056 ","숲에게 길을 묻다: 인생 경영 철학","김용규","","9788993642056.0","비아북","2009-03-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1409705%3Ftimestamp%3D20210705180333","https://search.daum.net/search?w=bookpage&bookId=1409705&q=%EC%88%B2%EC%97%90%EA%B2%8C+%EA%B8%B8%EC%9D%84+%EB%AC%BB%EB%8B%A4%3A+%EC%9D%B8%EC%83%9D+%EA%B2%BD%EC%98%81+%EC%B2%A0%ED%95%99"," "
"책, 문명과 지식의 진화사","니콜 하워드 지음; 송대범 옮김","플래닛미디어","2007","자료실","9788992326230 ","책 문명과 지식의 진화사(양장본 HardCover)","니콜 하워드","송대범","9788992326230.0","플래닛미디어","2007-09-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1375047%3Ftimestamp%3D20220721000121","https://search.daum.net/search?w=bookpage&bookId=1375047&q=%EC%B1%85+%EB%AC%B8%EB%AA%85%EA%B3%BC+%EC%A7%80%EC%8B%9D%EC%9D%98+%EC%A7%84%ED%99%94%EC%82%AC%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"이강백 희곡전집. 1","이강백 지음","평민사","2015","자료실","9788971151181 ","이강백 희곡전집. 1","이강백","","9788971151181.0","평민사","2015-06-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F978775%3Ftimestamp%3D20190126075326","https://search.daum.net/search?w=bookpage&bookId=978775&q=%EC%9D%B4%EA%B0%95%EB%B0%B1+%ED%9D%AC%EA%B3%A1%EC%A0%84%EC%A7%91.+1"," "
"내가만난 일본미술이야기","안혜정 지음","아트북스","2010(5쇄)","자료실","8989800188 ","내가 만난 일본미술 이야기","안혜정","","9788989800187.0","아트북스","2003-07-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1312279%3Ftimestamp%3D20190127185244","https://search.daum.net/search?w=bookpage&bookId=1312279&q=%EB%82%B4%EA%B0%80+%EB%A7%8C%EB%82%9C+%EC%9D%BC%EB%B3%B8%EB%AF%B8%EC%88%A0+%EC%9D%B4%EC%95%BC%EA%B8%B0"," "
"갑신정변 회고록","김옥균,박영효,서재필 공지음; 조일문,신복룡 공편역","건국대학교출판부","2006","자료실","9788971074565 ","갑신정변 회고록","김옥균, 박영효, 서재필","조일문","9788971074565.0","건국대학교출판부","2006-11-03","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F979502%3Ftimestamp%3D20220807191400","https://search.daum.net/search?w=bookpage&bookId=979502&q=%EA%B0%91%EC%8B%A0%EC%A0%95%EB%B3%80+%ED%9A%8C%EA%B3%A0%EB%A1%9D"," "
"생명윤리, 무엇이 쟁점인가","구인회 지음","아카넷","2015(4쇄)","자료실","9788957331460 ","생명윤리 무엇이 쟁점인가","구인회","","9788957331460.0","아카넷","2009-02-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F756642%3Ftimestamp%3D20221025124343","https://search.daum.net/search?w=bookpage&bookId=756642&q=%EC%83%9D%EB%AA%85%EC%9C%A4%EB%A6%AC+%EB%AC%B4%EC%97%87%EC%9D%B4+%EC%9F%81%EC%A0%90%EC%9D%B8%EA%B0%80"," "
"마법의 탄환","다니엘 바젤라,로버트 슬레이터 공지음; 이충호 옮김","해나무","2005","자료실","8989799457 ","마법의 탄환","다니엘 바젤라","이충호","9788989799450.0","해나무","2005-04-04","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1306753%3Ftimestamp%3D20211212165011","https://search.daum.net/search?w=bookpage&bookId=1306753&q=%EB%A7%88%EB%B2%95%EC%9D%98+%ED%83%84%ED%99%98"," "
"지구온난화를 막는 50가지 방법","Green Patriot Working Group 지음; 국가지속가능발전위원회 옮김","도요새","2012(3쇄)","자료실","9788989831518 ","지구온난화를 막는 50가지 방법","녹색애국주의 실행그룹","","9788989831518.0","도요새","2009-04-22","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1308098%3Ftimestamp%3D20221025122440","https://search.daum.net/search?w=bookpage&bookId=1308098&q=%EC%A7%80%EA%B5%AC%EC%98%A8%EB%82%9C%ED%99%94%EB%A5%BC+%EB%A7%89%EB%8A%94+50%EA%B0%80%EC%A7%80+%EB%B0%A9%EB%B2%95"," "
"(수학,철학,종교의 만남)무한의 신비","애머 악첼 지음; 신현용, 승영조 공옮김","승산","2016(6쇄)","자료실","9788988907344 ","무한의 신비","애머 액젤","신현용 외","9788988907344.0","승산","2002-06-03","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1286544%3Ftimestamp%3D20221011175500","https://search.daum.net/search?w=bookpage&bookId=1286544&q=%EB%AC%B4%ED%95%9C%EC%9D%98+%EC%8B%A0%EB%B9%84"," "
"인간의 얼굴을 한 과학","홍성욱 지음","서울대학교 출판부","2013(5쇄)","자료실","9788952108777 ","인간의 얼굴을 한 과학","홍성욱","","9788952108777.0","서울대학교출판부","2008-12-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F632704%3Ftimestamp%3D20190124030943","https://search.daum.net/search?w=bookpage&bookId=632704&q=%EC%9D%B8%EA%B0%84%EC%9D%98+%EC%96%BC%EA%B5%B4%EC%9D%84+%ED%95%9C+%EA%B3%BC%ED%95%99"," "
"(아인슈타인이 직접 쓴)물리이야기","A. 아인슈타인, L. 인펠트 공지음; 지동섭 공옮김","한울","2007(9쇄)","자료실","9788946036321 ","물리이야기(아인슈타인이 직접 쓴)(한울과학문고 1)","알베르트 아인슈타인, L인펠트","지동섭","9788946036321.0","한울","2006-11-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F600255%3Ftimestamp%3D20190123235220","https://search.daum.net/search?w=bookpage&bookId=600255&q=%EB%AC%BC%EB%A6%AC%EC%9D%B4%EC%95%BC%EA%B8%B0%28%EC%95%84%EC%9D%B8%EC%8A%88%ED%83%80%EC%9D%B8%EC%9D%B4+%EC%A7%81%EC%A0%91+%EC%93%B4%29%28%ED%95%9C%EC%9A%B8%EA%B3%BC%ED%95%99%EB%AC%B8%EA%B3%A0+1%29"," "
"여성의 권리 옹호","메리 울스턴크래프트 지음; 문수현 옮김","책세상","2011","자료실","9788970137940 ","여성의 권리 옹호(책세상문고 고전의 세계 79)","메리 울스턴크래프트","문수현","9788970137940.0","책세상","2011-07-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F955180%3Ftimestamp%3D20221025142833","https://search.daum.net/search?w=bookpage&bookId=955180&q=%EC%97%AC%EC%84%B1%EC%9D%98+%EA%B6%8C%EB%A6%AC+%EC%98%B9%ED%98%B8%28%EC%B1%85%EC%84%B8%EC%83%81%EB%AC%B8%EA%B3%A0+%EA%B3%A0%EC%A0%84%EC%9D%98+%EC%84%B8%EA%B3%84+79%29"," "
"나마스테","박범신 지음","한겨례신문사","2015","자료실","9788984311510 ","나마스테","박범신","","9788984311510.0","한겨레신문사","2005-03-24","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1178224%3Ftimestamp%3D20220704170749","https://search.daum.net/search?w=bookpage&bookId=1178224&q=%EB%82%98%EB%A7%88%EC%8A%A4%ED%85%8C"," "
"도덕경","노태준 역해","홍신문화사","2007","자료실","9788970557588 ","도덕경(동양 고전으로 미래를 읽는다 008)","편집부","노태준","9788970557588.0","홍신문화사","2007-09-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F962460%3Ftimestamp%3D20221025165854","https://search.daum.net/search?w=bookpage&bookId=962460&q=%EB%8F%84%EB%8D%95%EA%B2%BD%28%EB%8F%99%EC%96%91+%EA%B3%A0%EC%A0%84%EC%9C%BC%EB%A1%9C+%EB%AF%B8%EB%9E%98%EB%A5%BC+%EC%9D%BD%EB%8A%94%EB%8B%A4+008%29"," "
"조선과 그 이웃 나라들","비숍 지음; 신복룡 역주","집문당","2014","자료실","8930306799 ","조선과 그 이웃 나라들(한말외국인기록 21)","IB비숍","신복룡","9788930306799.0","집문당","2000-03-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F473238%3Ftimestamp%3D20200507131046","https://search.daum.net/search?w=bookpage&bookId=473238&q=%EC%A1%B0%EC%84%A0%EA%B3%BC+%EA%B7%B8+%EC%9D%B4%EC%9B%83+%EB%82%98%EB%9D%BC%EB%93%A4%28%ED%95%9C%EB%A7%90%EC%99%B8%EA%B5%AD%EC%9D%B8%EA%B8%B0%EB%A1%9D+21%29"," "
"열 및 통계 물리학","슈뢰더, 다니얼 V. 지음; 김승곤 외 공역","홍릉과학출판사","2003","자료실","8972832006 ","열 및 통계 물리학","DANIEL VSCHROEDER","김승곤 외","9788972832003.0","도서출판 홍릉(홍릉과학출판사)","2003-10-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1008388%3Ftimestamp%3D20240312113301","https://search.daum.net/search?w=bookpage&bookId=1008388&q=%EC%97%B4+%EB%B0%8F+%ED%86%B5%EA%B3%84+%EB%AC%BC%EB%A6%AC%ED%95%99"," "
"식물의 잡종에 관한 실험","그레고어 멘델 지음; 신현철 옮김","지식을만드는지식","2009","자료실","9788962283464 ","식물의 잡종에 관한 실험(지만지고전천줄358)(양장본 HardCover)","그레고어 멘델","신현철","9788962283464.0","지만지","2009-04-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F865444%3Ftimestamp%3D20221025190039","https://search.daum.net/search?w=bookpage&bookId=865444&q=%EC%8B%9D%EB%AC%BC%EC%9D%98+%EC%9E%A1%EC%A2%85%EC%97%90+%EA%B4%80%ED%95%9C+%EC%8B%A4%ED%97%98%28%EC%A7%80%EB%A7%8C%EC%A7%80%EA%B3%A0%EC%A0%84%EC%B2%9C%EC%A4%84358%29%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"수학의 탄생","피터 S. 루드만 지음; 김기응 옮김","살림Math(살림출판사)","2013","자료실","9788952210517 ","수학의 탄생","피터 S 루드만","김기응","9788952210517.0","살림MATH","2009-01-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F633775%3Ftimestamp%3D20221025115544","https://search.daum.net/search?w=bookpage&bookId=633775&q=%EC%88%98%ED%95%99%EC%9D%98+%ED%83%84%EC%83%9D"," "
"달콤한 수학사. 4","마이클 J. 브래들리 지음; 배수경 옮김","일출봉","2012","자료실","9788992624268 ","달콤한 수학사. 4","마이클 J. 브래들리","배수경","9788992624268.0","일출봉","2007-09-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1379523%3Ftimestamp%3D20190128055720","https://search.daum.net/search?w=bookpage&bookId=1379523&q=%EB%8B%AC%EC%BD%A4%ED%95%9C+%EC%88%98%ED%95%99%EC%82%AC.+4"," "
"달콤한 수학사. 1","마이클 J. 브래들리 지음; 오혜정 옮김","일출봉","2010","자료실","9788992624237 ","달콤한 수학사. 1","마이클 J. 브래들리","오혜정","9788992624237.0","일출봉","2007-08-24","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1382881%3Ftimestamp%3D20190128063340","https://search.daum.net/search?w=bookpage&bookId=1382881&q=%EB%8B%AC%EC%BD%A4%ED%95%9C+%EC%88%98%ED%95%99%EC%82%AC.+1"," "
"파브르 곤충기. 6","장 앙리 파브르 지음; 김진일 옮김; 이원규 사진; 정수일 그림","현암사","2013","자료실","9788932313948 ","파브르 곤충기 6","앙리 파브르","김진일","9788932313948.0","현암사","2009-08-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F499893%3Ftimestamp%3D20220922035756","https://search.daum.net/search?w=bookpage&bookId=499893&q=%ED%8C%8C%EB%B8%8C%EB%A5%B4+%EA%B3%A4%EC%B6%A9%EA%B8%B0+6"," "
"파브르 곤충기. 5","장 앙리 파브르 지음; 김진일 옮김; 이원규 사진; 정수일 그림","현암사","2013","자료실","9788932313931 ","파브르 곤충기 5","앙리 파브르","김진일","9788932313931.0","현암사","2020-10-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F501182%3Ftimestamp%3D20221011091517","https://search.daum.net/search?w=bookpage&bookId=501182&q=%ED%8C%8C%EB%B8%8C%EB%A5%B4+%EA%B3%A4%EC%B6%A9%EA%B8%B0+5"," "
"파브르 곤충기. 4","장 앙리 파브르 지음; 김진일 옮김; 이원규 사진; 정수일 그림","현암사","2013","자료실","9788932313924 ","파브르 곤충기 4","앙리 파브르","김진일","9788932313924.0","현암사","2018-05-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F501411%3Ftimestamp%3D20220922041149","https://search.daum.net/search?w=bookpage&bookId=501411&q=%ED%8C%8C%EB%B8%8C%EB%A5%B4+%EA%B3%A4%EC%B6%A9%EA%B8%B0+4"," "
"성을 결정하는 X와 Y","뉴턴코리아 [편집];강금희 번역","뉴턴코리아","2007","자료실","9788955377514 ","성을 결정하는 X와 Y(Newton Highlight)","일본 뉴턴프레스","","9788955377514.0","아이뉴턴(뉴턴코리아)","2007-06-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F707307%3Ftimestamp%3D20190124124356","https://search.daum.net/search?w=bookpage&bookId=707307&q=%EC%84%B1%EC%9D%84+%EA%B2%B0%EC%A0%95%ED%95%98%EB%8A%94+X%EC%99%80+Y%28Newton+Highlight%29"," "
"생명과학의 기초 DNA","뉴턴코리아 [편집]; 강금희 옮김","뉴턴코리아","2009","자료실","9788955378085 ","생명과학의 기초 DNA(Newton Highlight)","일본 뉴턴프레스","","9788955378085.0","아이뉴턴(뉴턴코리아)","2009-12-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F709724%3Ftimestamp%3D20190124130359","https://search.daum.net/search?w=bookpage&bookId=709724&q=%EC%83%9D%EB%AA%85%EA%B3%BC%ED%95%99%EC%9D%98+%EA%B8%B0%EC%B4%88+DNA%28Newton+Highlight%29"," "
"경영·경제·인생 강좌 45편","윤석철 지음","위즈덤하우스","2006","자료실","8989313627 ","경영 경제 인생 강좌 45편","윤석철","","9788989313625.0","위즈덤하우스","2005-07-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1294387%3Ftimestamp%3D20220922041803","https://search.daum.net/search?w=bookpage&bookId=1294387&q=%EA%B2%BD%EC%98%81+%EA%B2%BD%EC%A0%9C+%EC%9D%B8%EC%83%9D+%EA%B0%95%EC%A2%8C+45%ED%8E%B8"," "
"(역주)매천 황현 시집. 중","황현 지음 ; 이병기, 김영붕 공역","보고사","2007","자료실","9788984335080 ","역주 매천 황현 시집(중)(양장본 HardCover)","황현","이병기","9788984335080.0","보고사","2007-02-16","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1186482%3Ftimestamp%3D20190127054632","https://search.daum.net/search?w=bookpage&bookId=1186482&q=%EC%97%AD%EC%A3%BC+%EB%A7%A4%EC%B2%9C+%ED%99%A9%ED%98%84+%EC%8B%9C%EC%A7%91%28%EC%A4%91%29%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"(역주)매천 황현 시집. 상","황현 지음 ; 이병기, 김영붕 공역","보고사","2007","자료실","9788984335073 ","역주 매천 황현 시집(상)(양장본 HardCover)","황현","이병기","9788984335073.0","보고사","2007-02-16","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1184100%3Ftimestamp%3D20190127052833","https://search.daum.net/search?w=bookpage&bookId=1184100&q=%EC%97%AD%EC%A3%BC+%EB%A7%A4%EC%B2%9C+%ED%99%A9%ED%98%84+%EC%8B%9C%EC%A7%91%28%EC%83%81%29%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"하얀 거탑. 4: 완결 편","야마자끼 도요꼬 지음 ; 박재희 옮김","청조사","2006","자료실","897322221X","하얀거탑 4(완결편)","야마사키 도요코","박재희","9788973222216.0","청조사","2007-01-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1014723%3Ftimestamp%3D20220630131926","https://search.daum.net/search?w=bookpage&bookId=1014723&q=%ED%95%98%EC%96%80%EA%B1%B0%ED%83%91+4%28%EC%99%84%EA%B2%B0%ED%8E%B8%29"," "
"하얀 거탑. 3: 투쟁 편","야마자끼 도요꼬 지음 ; 박재희 옮김","청조사","2006","자료실","8973222201 ","하얀거탑 3","야마사키 도요코","박재희","9788973222209.0","청조사","2005-04-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1014722%3Ftimestamp%3D20220630131708","https://search.daum.net/search?w=bookpage&bookId=1014722&q=%ED%95%98%EC%96%80%EA%B1%B0%ED%83%91+3"," "
"하얀 거탑. 2: 영광 편","야마자끼 도요꼬 지음; 박재희 옮김","청조사","2006","자료실","8973222198 ","하얀거탑 2","야마사키 도요코","박재희","9788973222193.0","청조사","2007-01-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1014721%3Ftimestamp%3D20220630133542","https://search.daum.net/search?w=bookpage&bookId=1014721&q=%ED%95%98%EC%96%80%EA%B1%B0%ED%83%91+2"," "
"하얀 거탑. 1: 야심 편","야마자끼 도요꼬 지음 ; 박재희 옮김","청조사","2006","자료실","897322218X","하얀거탑 1","야마사키 도요코","박재희","9788973222186.0","청조사","2007-01-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1014720%3Ftimestamp%3D20220630133039","https://search.daum.net/search?w=bookpage&bookId=1014720&q=%ED%95%98%EC%96%80%EA%B1%B0%ED%83%91+1"," "
