자료명,저자,출판사,출판년도,소장처
한국의 배,김효철 [외지음],지성사,2006,자료실
헌법의 눈으로 퇴계를 본다,김호태,미래를여는책,2008,자료실
미래를 읽는 기술,에릭 갈랜드;손민중,한국경제신문,2008,자료실
깨끗함과 더러움,조르주 비가렐로;정재곤,돌베개,2007,자료실
근대를 보는 창 20,최규진 [엮음],서해문집,2008,자료실
그림으로 본 음식의 문화사,케네스 벤디너 지음;남경태 옮김,예담,2008,자료실
국어시간에논리읽기. 3,전국국어교사모임[글],나라말,2007,자료실
국어시간에논리읽기. 2,전국국어교사모임 [글],나라말,2007,자료실
국어시간에논리읽기. 1,전국국어교사모임,나라말,2007,자료실
국경 없는 마을,박채란 [글사진];한성원 [그림],서해문집,2004,자료실
그래도 계속 가라,조셉 M. 마셜;유향란,조화로운삶(위즈덤하우스),2008,자료실
교사와 학생사이,하임 G 기너트 지음;신홍민 옮김,양철북,2004,자료실
공포의 제국. Ⅰ,마이클 크라이튼;김진준,김영사,2008,자료실
과학에 둘러싸인 하루,김형자 지음;오영 그림,살림출판사,2008,자료실
"과학 선생님, 영국 가다",한문정;김태일,푸른숲,2007,자료실
"과학 선생님, 프랑스 가다",한문정 [외지음],푸른숲,2007,자료실
고향,이기영,문학사상사,1994,자료실
고구려 건국사,김기홍 [지음],창작과비평사,2004,자료실
"과학, 역사 그리고 과학사",김영식 지음,생각의 나무,2008,자료실
계몽의 변증법,아도르노;호르크하이머;김유동 옮김,문학과지성사,2001,자료실
거짓된 진실,데릭 젠슨;이현정,아고라,2008,자료실
사랑을 믿다. 32,권여선 외 지음,문학사상사,2008,자료실
(2008 '작가'가 선정한)오늘의 소설,윤이형 [외지음],작가,2008,자료실
감사의 힘,데보라 노빌;김용남,위즈덤하우스,2008,자료실
공포의 제국. Ⅱ,마이클 크라이튼;김진준,김영사,2008,자료실
건방진 우리말 달인,엄민용 지음,다산초당,2008,자료실
1日30分,"후루이치,유키오 글씀;이진원 옮김",이레,2007,자료실
격조와 풍류,권혁인 지음,어문학사,2008,자료실
행복한 사람,토드 홉킨스;레이 힐버트,쌤앤파커스(에스에이엠티유),2008,자료실
(행운의 절반)친구,스탠 톨러;한상복,위즈덤하우스,2007,자료실
(행복한 내 인생을 위한)기록의 기술,김홍섭;이주원,행복한 나무,2008,자료실
지구에서 일어나고,이진아,책장,2008,자료실
화성의 인류학자,올리버 색스,바다출판사,2005,자료실
한국 정치 웹2.0에 접속하다,강원택,책세상,2008,자료실
화랑,이종욱 지음,휴머니스트,2003,자료실
현대문학상 수상작품집,이순원 외 지음,현대문학,2008,자료실
핸드메이드 라이프,윌리엄 코퍼스웨이트 지음;피터 포브스 사진,돌베개,2004,자료실
해거름 이삭줍기,김종길,현대문학,2008,자료실
한자의 역사를 따라 걷다,김경일 지음,바다출판사,2005,자료실
하늘의 뿌리,로맹 가리;백선희,문학과지성사,2007,자료실
(러시아를 일으킨 리더십)표트를 대제,제임스 크라크라프트 지음;이주엽 옮김,살림,2008,자료실
학교의 탄생,이승원,휴머니스트,2005,자료실
선비답게 산다는 것,안대회,푸른역사,2007,자료실
서울 동굴 가이드,김미월 지음,문학과지성사,2007,자료실
삼엽충,리처드 포티;이한음,뿌리와이파리,2007,자료실
백제사,이도학,휴머니스트,2003,자료실
사하라 사막 횡단기,윌리엄 랑게비쉐 지음;박미영 옮김,크림슨,2008,자료실
사람,김용택,푸르메,2008,자료실
세포들의 반란,만프레트 라이츠,프로네시스,2008,자료실
세상은 생각보다 단순하다,마크 뷰캐넌; 김희봉 옮김,지호,2004,자료실
세계문학의 천재들,해럴드 블룸;손태수,들녘,2008,자료실
성학집요,이이 지음;최영갑 풀어씀,풀빛,2006,자료실
블랙홀 이야기,아서 I. 밀러 [지음];안인희 옮김,푸른숲,2008,자료실
북학의,박제가[지음];안대회[옮김],돌베개,2003,자료실
보보스는 파라다이스에 산다,데이비드 브룩스 지음;김소희 옮김,리더스북,2008,자료실
보바리의 남자 오셀로의 여자,데이비드 바래시;나넬 바래시,사이언스북스,2008,자료실
박물관 속의 한국사,최영철 지음,휴머니스트,2007,자료실
바이오스피어 2 인간 실험 2년 20분,제인 포인터;박범수,알마,2008,자료실
베토벤 그 거룩한 울림에 대하여,조수철 지음,서울대학교출판부,2008,자료실
벽암록,안동림 [역주],현암사,200,자료실
미나,김사과,창비,2008,자료실
박시백의 조선왕조실록. 11: 광해군 일기,박시백 [글·그림],휴머니스트,2008,자료실
빛깔이 있는 현대시 교실,김상욱,창비,2007,자료실
배고픈 유전자,"쉘, 엘렌 러펠 [지음]; 이원봉 [옮김]",바다,2003,자료실
틴사이언스,데일 칼슨 지음;이한중 옮김,휴머니스트,2004,자료실
퇴계 이황,최영진 지음,살림,2007,자료실
"탐라문견록, 바다 밖의 넓은 세상",정운경;정민,휴머니스트,2008,자료실
전란의 소용돌이 속에서,박희병;정길수,돌베개,2007,자료실
사랑의 죽음,박희병;정길수,돌베개,2007,자료실
낯선 세계로의 여행,박희병;정길수,돌베개,2007,자료실
천년의 왕국 신라,김기흥,창작과비평사,2000,자료실
천년의 선비를 찾아서,이성원 지음,푸른역사,2008,자료실
현대 중국 철학사,펑유란 지음,이제이북스,2006,자료실
죽은자들은 토크쇼 게스트보다 더 많은 말을 한다,마이클 베이든[지음]; 안재권 [옮김],바다출판사,2005,자료실
존재와 무,변광배,살림,2005,자료실
타는 목마름으로,김지하,창작과 비평사,1991,자료실
타고난 성 만들어진 성,존 콜라핀토,바다,2002,자료실
키는 권력이다,니콜라 에르팽 지음;김계영 옮김,현실문화,2008,자료실
크기의 과학,존 타일러 보너 지음;김소정 옮김,이끌리오,2008,자료실
조선인 60만 노예가 되다,주돈식 지음,학고재,2007,자료실
코튼로드,에릭 오르세나 지음;양영란 옮김,황금가지,2007,자료실
카프카와의 대화,구스타프 야누흐;편영수,문학과지성사,2007,자료실
친절한 조선사,최형국,미루나무,2007,자료실
춘추시대 이야기. 下,조면희,현암사,2007,자료실
춘추시대 이야기. 上,조면희,현암사,2007,자료실
청렴과 탐욕의 중국사,사식 지음;김영수 옮김,돌베개,2007,자료실
천 개의 찬란한 태양,할레드 호세이니 지음;왕은철 옮김,현대문화,2007,자료실
책을 읽는 방법,"히라노, 게이치로;김효순",문학동네,2008,자료실
책벌레들 조선을 만들다,강명관,푸른역사,2007,자료실
집으로 가는 길,이스마엘 베아,북스코프,2007,자료실
지도 만드는 사람,설혜심 지음, 길,2007,자료실
몰입. 1,황농문 지음,랜덤하우스코리아,2007,자료실
몰개월의 새,황석영,창작과비평사,2000,자료실
마씨집안 자녀 교육기,쑤퉁[글]; 문현선[옮김],AGORA,2008,자료실
(로드니 브룩스의) 로봇만들기,로드니 A. 브룩스 지음;박우성 옮김,바다,2005,자료실
똑똑하게 대화하라,도리스 메르틴 지음;박희라 올김,비즈니스북스,2008,자료실
디아스포라 기행,서경식 지음,돌베개,2006,자료실
끝없는 탐구,칼 라이문트 포퍼 지음;박중석 옮김,갈라파고스,2008,자료실
내 마음의 구급상자,남인숙 지음;김문수,열린생각,2008,자료실
"난설헌,나는 시인이었다",윤지강[지음],예담,2008,자료실
문학시간에 수필읽기. 2,전국구어교사모임 엮음,나라말,2007,자료실
문학시간에 수필읽기. 1,전국국어교사모임 [엮음],나라말,2007,자료실
문인기자 김기림과 1930년대 활자 도서관의 꿈,조영복 지음,살림,2007,자료실
문명내의  충돌,디터 젱하스 지음;이은정 옮김,문학과지성사,2008,자료실
무지개 가게,사회연대은행 무지개가게 사람들 지음,개리온,2008,자료실
대성당,레이먼드 카버;김연수,문학동네,2007,자료실
당신의 그림자가 울고 있다,로버트 존슨 지음;고혜경 옮김,에코의서재,2007,자료실
눈사람 마커스,잭 마이릭;이민주,토네이도,2007,자료실
나의 권리를 말한다,전대원,뜨인돌출판사,2008,자료실
나의 햄릿 강의,여석기 지음,생각의 나무,2008,자료실
동아시아와 한국,조희연;박은홍 편,민주화운동기념사업회,2007,자료실
내 인생을 바꾼 한 권의 책,잭 캔필드;게이 핸드릭스 지음,웅진씽크빅,2007,자료실
납,제오르제 바코비아 지음;김정환 옮김,문학과지성사,20098,자료실
조선의 문화공간. 4: 조선후기:내가 좋아 사는 삶,이종묵 지음;권태균 사진,휴머니스트,2006,자료실
조선의 문화공간. 3: 조선중기:나아감과 물러남,이종묵 지음;권태균 사진,휴머니스트,2006,자료실
조선의 문화공간. 2: 조선중기:귀거래와 안분,이종묵 지음;권태균 사진,휴머니스트,2006,자료실
조선의 문화공간. 1: 조선초기:태평성세와 그 균열,이종묵 지음;권태균 사진,휴머니스트,2006,자료실
(8인8색 참모들의 리더십) 조선의 킹메이커,박기현 지음,위즈덤하우스,2008,자료실
전국시대 이야기. 하: 기원전 475-221년,조면희 지음,현암사,2007,자료실
전국시대이야기 (상). 상: 기원전 475-221년,조면희,현암사,2007,자료실
잡식동물의 딜레마,마이클 폴란 지음;조윤정 옮김,다른세상,2008,자료실
일반언어학 강의,페르디낭 드 소쉬르 지음;샤를 바이;알베르 세슈에 [같이] 엮음;최승언 옮김,민음사,2007,자료실
인문학 어떻게 공부할 것인가,최종덕 지음,휴머니스트,2006,자료실
유쾌한 천국의 죄수들,아르토 파실린나 지음;이명 옮김,노마드북스,2006,자료실
조선을 구한 13인의 경제학자들,한정주 지음,다산초당,2007,자료실
조선 선비의 일본 견문록,신유한 지음;강혜선 옮김,이마고,2008,자료실
제국의 종말 지성의 탄생,윌리엄 존스턴 지음;변학수;오용록 외 옮김,글항아리,2008,자료실
제국의 상점,리궈룽 [엮고지음];이화승 [옮김],소나무,2008,자료실
정조와 철인정치의 시대. 2,이덕일,고즈윈,2008,자료실
정조와 철인정치의 시대. 1,이덕일,고즈윈,2008,자료실
전쟁과 사회,김동춘 지음,돌베개,2006,자료실
"우주비행, 골드핀을 향한도전",마이크 멀레인 지음;김은영 옮김,풀빛,2008,자료실
우리말 실력을 키워주는 한자,한필훈,휴머니스트,2007,자료실
왜 사람들은 이상한 것을 믿는가,마이클 셔머 지음;류운 옮김,바다출판사,2007,자료실
"의적, 정의를 훔치다",박홍규 지음,돌베개,2005,자료실
이용악시전집,이용악 지음;윤영천 엮음,창작과 비평사,2000,자료실
이인식의 세계신화여행. 2,이인석 지음,갤리온,2008,자료실
이인식의 세계신화여행. 1,이인석 지음,갤리온,2008,자료실
울지 않는 늑대,팔리 모왓 [지음];이한중 [옮김],돌베개,2003,자료실
왕의 나라 신하의 나라,이이화,김영사,2008,자료실
왕유 詩全集,왕유 지음;박삼수 역,현암사,2008,자료실
영화와 오페라,한창호 지음,돌베개,2008,자료실
"아마존의 신비, 분홍돌고래를 만나다",사이 몽고메리 [지음] ; 승영조 [옮김],돌베개,2003,자료실
아주 특별한 책들의 이력서,릭 게코스키 지음;차익종 옮김,르네상스,2008,자료실
영웅 조조. 4: 중원을 평정하다,한종량 지음;김태성 옮김,신원문화사,2008,자료실
영웅조조. 3: 천하를 얻은 영웅 영웅을 흔든 초선,한종량 [지음] ; 김태성 [옮김],신원,2008,자료실
영웅조조. 2: 황제를 끼고 천하를 호령하다,한종량 [지음] ; 김태성 [옮김],신원,2008,자료실
영웅조조. 1: 혼란에 빠진 천하,한종량 [지음] ; 김태성 [옮김],신원,2008,자료실
"연경,담배의 모든 것",이옥 지음;안대회 옮김,휴머니스트,2008,자료실
여해 이순신,김종대 지음,예담,2008,자료실
엄마의 집,전경린 지음,열림원,2008,자료실
얼터너티브 드림,복거일 [외지음],황금가지,2008,자료실
어느 바람,백낙청 [외엮음],창작과비평사,2002,자료실
야생동물 흔적 도감,최태명;최현명 지음,돌베개,2007,자료실
심양장계,"소현세자시강원 지음;이강로 감수;정하영,박재금,김경미,조혜란,김수경.남은경 역주",창비,2008,자료실
슬픈 아일랜드,박지향 지음,기파랑,2008,자료실
승자독식사회,로버트 프랭크;필립 쿡 [공저],웅진지식하우스,2008,자료실
숨겨진 우주,리사 랜들 지음;김연중;이민재 [공]옮김,사이언스 북스,2008,자료실
신동,하인리히 창클;카트야 베츠 지음;이수영 옮김,프로네시스,2008,자료실
(별을쫓는 아이)스타시커. 2,팀 보울러 지음;김은경 옮김,다산책방,2008,자료실
(별을 쫓는 아이) 스타시커. 1,팀 보울러 지음; 김은경 옮김,다산책방,2007,자료실
분노의 포도. 2,존 스타인벡;김승욱 옮김,민음사,2008,민음사 전집
분노의 포도. 1,존 스타인벡;김승욱 옮김,민음사,2008,민음사 전집
풀잎은 노래한다,도리스 레싱 지음;이태동 옮김,민음사,2007,민음사 전집
