자료명,저자,출판사,출판년도,소장처
통계의 거짓말,"게르트 보스바흐, 옌스 위르겐 코르프 공저; 강희진 옮김",작은책방,2016,자료실
어쩐지 미술에서 뇌과학이 보인다,에릭 캔델 지음; 이한음 옮김,프시케의숲,2019,자료실
과학과 가설,앙리 푸앵카레 지음; 이정우; 이규원 옮김,에피스테메,2014,자료실
뉴로트라이브,스티브 실버만 지음; 강병철 옮김,Alma(알마),2018,자료실
제2의 뇌,마이클 D. 거숀 지음 ; 김홍표 옮김,지식을만드는지식,2013,자료실
볼츠만의 원자,데이비드 린들리 지음; 이덕환 지음,승산,2003,자료실
2050 거주불능 지구,데이비드 월러스 웰즈 지음; 김재경 옮김,추수밭,2020,자료실
우리 우주의 첫 순간,댄 후퍼 지음; 배지은 옮김,해나무,2023,신착도서
천문학 이야기,팀 제임스 지음; 김주희 옮김,한빛비즈,2023,자료실
한 권으로 읽는 국부론,애덤 스미스 지음; 안재욱 옮김,박영사,2022,자료실
(자연을 닮은) 생태모방건축기법,Michael Pawlyn 지음; 박자은; 정재욱 옮김,光文閣,2020,자료실
(자연을 닮은) 생태모방건축기법,Michael Pawlyn 지음; 박자은; 정재욱 옮김,光文閣,2020,자료실
디앤에이 (DNA),제임스 D. 왓슨 [외] 지음; 이한음 옮김,까치,2017,자료실
세계 경제학 필독서 50,톰 버틀러 보던 지음; 서정아 옮김,센시오,2023,자료실
두근두근 확률과 통계,수냐 지음,지노,2023,자료실
시원폭발 함수,수냐 지음,지노,2022,자료실
맛있는 연산,수냐 지음,지노,2022,자료실
경이로운 수,수냐 지음,지노,2021,자료실
보글보글 기하,수냐 지음,지노,2021,자료실
톡 쏘는 방정식,수냐 지음,지노,2020,자료실
미술관에 간 의학자,박광혁 지음,어바웃어북,2017,자료실
로마사를 움직이는 12가지 힘,모토무라 료지 지음; 서수지 옮김,사람과나무사이,2023,자료실
세상에 이런 국경,조철기 지음,푸른길,2022,자료실
무기여 잘 있거라,어니스트 헤밍웨이 지음; 이종인 옮김,열린책들,2012,자료실
(지식의 대통합) 통섭,"에드워드 윌슨 지음; 최재천, 장대익 옮김",사이언스북스,2005,자료실
붕괴하는 세계와 인구학,피터 자이한 지음; 홍지수 옮김,김앤김북스,2023,자료실
자연에서 배우는 청색기술,이인식 기획,김영사,2013,자료실
(미래를 여는) 21세기 생물자원,김인선 지음,계명대학교출판부,2019,자료실
분자 조각가들,백승만 지음,해나무,2023,자료실
수학사,하워드 이브스 지음; 신항균 옮김,경문사,2023,자료실
(수학으로 배우는) 양자역학의 법칙,Transnational College of LEX 지음; 강현정 옮김,지브레인,2020,자료실
세포의 노래,싯타르타 무케르지 지음; 이한음 옮김,까치,2024,자료실
내가 한 말을 내가 오해하지 않기로 함,문상훈 지음,위너스북,2024,자료실
나는 메트로 폴리탄 미술관의 경비원입니다,"패트릭 브링리 지음; 김희정, 조현주 옮김",웅진지식하우스,2023,자료실
정신머리,박참새 지음,민음사,2023,자료실
내 이름을 부르는 소리 외,김복희 외 지음,현대문학,2023,자료실
사랑을 무게로 안 느끼게,박완서 지음,세계사,2024,자료실
이런 얘기 하지 말까?,최지은 지음,콜라주,2021,자료실
어떤 섬세함,이석원 지음,위즈덤하우스,2023,자료실
형사 박미옥,박미옥 지음,이야기장수,2023,자료실
이상한 나라의 모자장수는 왜 미쳤을까,유수연 지음,에이도스,2022,자료실
(문제 해결을 위한) 알고리즘 with 수학,요네다 마사타카 지음; 윤인성 옮김,위키북스,2023,신착도서
AI가 바꾸는 학교 수업 챗GPT 교육 활용,오창근; 장윤제 지음,BM성안당,2023,자료실
빛이 있는 동안,애거서 크리스티 지음; 김남주 옮김,황금가지,2016,자료실
조선시대 울릉도와 독도의 우리말 이름들,정연식 지음,주류성,2023,자료실
아킬레우스의 노래,매들린 밀러 지음; 이은선 옮김,이봄,2018,자료실
우아하고 감상적인 일본 야구,다카하시 겐이치로 지음; 박혜성 옮김,웅진지식하우스,2017,자료실
포렌식 사이언스 범인을 잡아라,사무엘 M. 거버 편집; 오문헌 올김,전파과학사,2023,자료실
모두 다 예쁜 말들,코맥 매카시 지음; 김시현 옮김,민음사,2021,민음사 전집
국경을 넘어,코맥 매카시 지음; 김시현 옮김,민음사,2021,민음사 전집
평원의 도시들,코맥 매카시 지음; 김시현 옮김,민음사,2021,민음사 전집
처음 하는 정치학 공부,이원혁 지음,EBS Books,2023,자료실
그건 내 건데,이선배 지음; 김휘승 그림,내일을여는책,2023,자료실
나의 첫 지정학 수업,전국지리교사모임 지음,탐,2023,자료실
10대를 위한 세계 분쟁지역 이야기,프란체스카 만노키 지음; 구현주 옮김,롤러코스터,2023,자료실
(청소년을 위한) 위대한 경제학 고전 25권을 1권으로 읽는 책,홍기훈 지음,빅피시,2023,자료실
"한국, 남자",최태섭 지음,은행나무,2018,자료실
통합적 사고와 글쓰기,이화여자대학교 교양국어편찬위원회 지음,이화여자대학교출판문화원,2020,자료실
연구대회 바이블,김태령 외 지음,프리렉,2023,자료실
아Q정전,루쉰 지음; 전형준 옮김,창비,2023,자료실
(사진으로 보고 배우는)중국 문화,김상균; 신동윤 지음,동양북스,2023,자료실
정의감 중독 사회,안도 슌스케 지음; 송지현 지음,또다른우주,2023,자료실
지정학적 시각과 한국 외교,김태환 외 지음,사회평론아카데미,2019,자료실
괴벨스 프로파간다,파울 요제프 괴벨스 [지음]; 추영현 옮김,동서문화사,2019,자료실
듄. 6: 듄의 신전,프랭크 허버트 지음; 김승욱 옮김,황금가지,2021,자료실
듄. 5: 듄의 이단자들,프랭크 허버트 지음; 김승욱 옮김,황금가지,2021,자료실
듄. 4: 듄의 신황제,프랭크 허버트 지음; 김승욱 옮김,황금가지,2021,자료실
듄. 3: 듄의 아이들,프랭크 허버트 지음; 김승욱 옮김,황금가지,2021,자료실
듄. 2: 듄의 메시아,프랭크 허버트 지음; 김승욱 옮김,황금가지,2021,자료실
듄. 1,프랭크 허버트 지음; 김승욱 옮김,황금가지,2021,자료실
개미. 5: 제3부 개미혁명,배르나르 베르베르 지음; 이세욱 옮김,열린책들,2023,자료실
개미. 4: 제3부 개미혁명,베르나르 베르베르 지음; 이세욱 옮김,열린책들,2023,자료실
개미. 3: 제2부 개미의 날,베르나르 베르베르 지음; 이세욱 옮김,열린책들,2023,자료실
개미. 2: 제2부 개미의 날,베르나르 베르베르 지음; 이세욱 옮김,열린책들,2023,자료실
개미. 1: 제1부 개미,베르나르 베르베르 지음; 이세욱 옮김,열린책들,2023,자료실
다시 미분 적분,나가노 히로유키 지음; 장진희 옮김,길벗,2019,자료실
자살,에두아르 르베 지음; 한국화 옮김,워크룸 프레스,2023,자료실
타나토노트. 2,베르나르 베르베르 지음; 이세욱 옮김,열린책들,2013,자료실
타나토노트. 1,베르나르 베르베르 지음; 이세욱 옮김,열린책들,2013,자료실
강화학습/심층강화학습 특강,아들랑 드 폰테베 지음; 김정인 옮김,위키북스,2021,자료실
파이썬으로 코딩하는 물리,송오영 지음,21세기사,2021,자료실
고요한 우연,김수빈 지음,문학동네,2023,자료실
비스킷,김선미 지음,위즈덤하우스,2023,자료실
상처적 체질,류근 지음,문학과지성사,2010,자료실
악령. 3,표도르 도스토옙스키 지음; 김연경 옮김,민음사,2021,신착도서
악령. 3,표도르 도스토옙스키 지음; 김연경 옮김,민음사,2021,신착도서
악령. 2,표도르 도스토옙스키 지음; 김연경 옮김,민음사,2021,신착도서
악령. 2,표도르 도스토옙스키 지음; 김연경 옮김,민음사,2021,신착도서
악령. 1,표도르 도스토옙스키 지음; 김연경 옮김,민음사,2021,신착도서
악령. 1,표도르 도스토옙스키 지음; 김연경 옮김,민음사,2021,신착도서
삼체. 3: 사신의 영생,류츠신 지음; 허유영 옮김,자음과모음,2020,자료실
삼체. 2: 암흑의 숲,류츠신 지음; 허유영 옮김,자음과모음,2020,자료실
삼체. 1: 삼체문제,류츠신 지음; 이현아 옮김,자음과모음,2020,자료실
태엽 감는 새 연대기. 3: 새 잡이 사내,무라카미 하루키 지음; 김난주 옮김,민음사,2020,민음사 전집
태엽 감는 새 연대기. 3: 새 잡이 사내,무라카미 하루키 지음; 김난주 옮김,민음사,2020,민음사 전집
태엽 감는 새 연대기. 2: 예언하는 새,무라카미 하루키 지음; 김난주 옮김,민음사,2020,민음사 전집
태엽 감는 새 연대기. 2: 예언하는 새,무라카미 하루키 지음; 김난주 옮김,민음사,2020,민음사 전집
태엽 감는 새 연대기. 1: 도둑 까치,무라카미 하루키 지음; 김난주 옮김,민음사,2020,민음사 전집
태엽 감는 새 연대기. 1: 도둑 까치,무라카미 하루키 지음; 김난주 옮김,민음사,2020,민음사 전집
만년,다자이 오사무 지음; 유숙자 옮김,민음사,2021,민음사 전집
만년,다자이 오사무 지음; 유숙자 옮김,민음사,2021,민음사 전집
공허한 십자가,히가시노 게이고 지음; 이선희 옮김,자음과모음,2022,자료실
스즈메의 문단속,신카이 마코토 지음; 민경욱 옮김,대원씨아이,2023,자료실
80일간의 세계일주,쥘 베른 지음; 김석희 옮김,열림원,2022,자료실
긴긴밤,루리 글·그림,문학동네,2021,자료실
깨진 틈이 있어야 그 사이로 빛이 들어온다,프리드리히 니체 지음; 김신종 옮김,page2,2024,자료실
오페라의 유령,가스통 르루 지음; 이원복 옮김,소담출판사,2022,자료실
이상한 책들의 도서관,에드워드 브룩-히칭 지음; 최세희 옮김,갈라파고스,2024,자료실
당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어 지음; 김욱 편역,포레스트북스,2023,자료실
읽었다는 착각,조병영 외 지음,EBS BOOKS,2022,자료실
새들의 회의. 5,랜섬 릭스 지음; 변용란 올김,폴라북스,2020,자료실
시간의 지도. 4,랜섬 릭스 지음; 변용란 옮김,폴라북스,2019,자료실
유교와 여성,리-시앙 리사 로즌리 지음; 정환희 옮김,필로소픽,2023,자료실
옥스퍼드 오늘의 단어책,수지 덴트 지음; 고정아 옮김,윌북,2023,자료실
(걸어 다니는) 표현 사전,앤드루 톰슨 지음; 오수원 옮김,윌북,20212,자료실
우리말 백 마디 멋대로 사전,윤구병 지음; 이성인 엮음,보리,2022,자료실
나이팅게일은 죽었다,김민경 지음,에테르니,2018,자료실
간격의 미,백가희 지음,쿵,2017,자료실
너의 계절,백가희 지음; 한은서 그림,쿵,2018,자료실
우리가 길이라 부르는 망설임,프란츠 카프카 지음; 편영수 옮김,민음사,2024,자료실
미스터리 작가를 위한 법의학 Q&A,D.P.라일 지음; 강동혁 옮김,들녘,2017,자료실
마흔에 읽는 쇼펜하우어,강용수 지음,유노북스,2023,자료실
마흔에 읽는 쇼펜하우어,강용수 지음,유노북스,2023,자료실
미래법정,곽재식 지음,교보문고,2024,자료실
존엄하게 산다는 것,게랄드 휘터 지음; 박여명 옮김,인플루엔셜,2019,자료실
불안한 완벽주의자를 위한 책,마이클 투히그; 클라리사 옹 지음; 이진 옮김,수오서재,2023,자료실
삶이 흔들릴 때 뇌과학을 읽습니다,이케가야 유지 지음; 김준기 옮김,힉스,2024,자료실
하얀 사슴 연못 외,황유원 외 지음,현대문학,2022,자료실
귀신들의 땅,천쓰홍 지음; 김태성 옮김,민음사,2023,자료실
마녀의 은신처,존 딕슨 카 지음; 이동윤 옮김,엘릭시르,2022,자료실
계류자들,최기숙 지음,현실문화,2022,자료실
내가 예민한 걸까 네가 너무한 걸까,정예원 지음,강한별,2021,자료실
고백이 참 희망적이네,유강희 지음,문학동네,2018,자료실
순한 먼지들의 책방,정우영 지음,창비,2024,자료실
누구도 기억하지 않는 역에서,허수경 지음,문학과지성사,2016,자료실
"나는 간호사, 사람입니다",김현아 지음,아를,2023,자료실
노화의 종말,데이비드 A. 싱클레어; 매슈 D. 러플랜트 지음; 이한음 옮김,부·키,2020,자료실
노화의 종말,데이비드 A. 싱클레어; 매슈 D. 러플랜트 지음; 이한음 옮김,부·키,2020,자료실
마이너리티 리포트,필립 K. 딕 지음; 조호근 옮김,폴라북스,2015,자료실
이처럼 사소한 것들,클레어 키건 지음; 홍한별 옮김,다산책방,2023,자료실
TMI : 정보가 너무 많아서,캐스 R. 선스타인 지음; 고기탁 옮김,열린책들,2023,자료실
가짜 사랑 권하는 사회,김태형 지음,갈매나무,2023,자료실
미키7 : 반물질의 블루스,에드워드 애슈턴 지음; 진서희 옮김,황금가지,2023,자료실
미키7,에드워드 애슈턴 지음; 배지혜 옮김,황금가지,2022,자료실
아는 만큼 보인다,유홍준 지음,창비,2023,자료실
"국토박물관 순례. 2: 백제, 신라 그리고 비화가야",유홍준 지음,창비,2023,자료실
국토박물관 순례. 1: 선사시대에서 고구려까지,유홍준 지음,창비,2023,자료실
(효기심의) 권력으로 읽는 세계사: 한중일편,효기심 지음,다산초당,2023,자료실
진화란 무엇인가,에른스트 마이어 지음; 임지원 옮김,사이언스북스,2008,자료실
진화란 무엇인가,에른스트 마이어 지음; 임지원 옮김,사이언스북스,2008,자료실
진화란 무엇인가,에른스트 마이어 지음; 임지원 옮김,사이언스북스,2008,자료실
닥터 노먼 베쑨,테드 알렌; 시드니 고든 [공]지음; 천희상 옮김,실천문학사,2022,자료실
